cnae;no_cnae;uf;n_intermitentes
2869100;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;11;0
2910701;Fabricação de automóveis, camionetas e utilitários;11;0
2910702;Fabricação de chassis com motor para automóveis, camionetas e utilitários;11;0
2910703;Fabricação de motores para automóveis, camionetas e utilitários;11;0
2920401;Fabricação de caminhões e ônibus;11;0
2920402;Fabricação de motores para caminhões e ônibus;11;0
2930101;Fabricação de cabines, carrocerias e reboques para caminhões;11;0
2930102;Fabricação de carrocerias para ônibus;11;0
2930103;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;11;0
2941700;Fabricação de peças e acessórios para o sistema motor de veículos automotores;11;0
2942500;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;11;0
2943300;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;11;0
2944100;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;11;0
2945000;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;11;0
2949201;Fabricação de bancos e estofados para veículos automotores;11;0
2949299;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;11;0
2950600;Recondicionamento e recuperação de motores para veículos automotores;11;0
3011301;Construção de embarcações de grande porte;11;0
3011302;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;11;0
3012100;Construção de embarcações para esporte e lazer;11;0
3031800;Fabricação de locomotivas, vagões e outros materiais rodantes;11;0
3032600;Fabricação de peças e acessórios para veículos ferroviários;11;0
3041500;Fabricação de aeronaves;11;0
3042300;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;11;0
3050400;Fabricação de veículos militares de combate;11;0
3091100;Fabricação de motocicletas, peças e acessórios(Desativado);11;0
3091101;Fabricação de motocicletas;11;0
3091102;Fabricação de peças e acessórios para motocicletas;11;0
3092000;Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;11;0
3099700;Fabricação de equipamentos de transporte não especificados anteriormente;11;0
3101200;Fabricação de móveis com predominância de madeira;11;0
3102100;Fabricação de móveis com predominância de metal;11;0
3103900;Fabricação de móveis de outros materiais, exceto madeira e metal;11;0
3104700;Fabricação de colchões;11;0
3211601;Lapidação de gemas;11;0
3211602;Fabricação de artefatos de joalheria e ourivesaria;11;0
3211603;Cunhagem de moedas e medalhas;11;0
3212400;Fabricação de bijuterias e artefatos semelhantes;11;0
3220500;Fabricação de instrumentos musicais, peças e acessórios;11;0
3230200;Fabricação de artefatos para pesca e esporte;11;0
3240001;Fabricação de jogos eletrônicos;11;0
3240002;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;11;0
3240003;Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;11;0
3240099;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;11;0
3250701;Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;11;0
3250702;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;11;0
3250703;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;11;0
3250704;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;11;0
3250705;Fabricação de materiais para medicina e odontologia;11;0
3250706;Serviços de prótese dentária;11;0
3250707;Fabricação de artigos ópticos;11;0
3250708;Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar;11;0
3250709;Serviço de laboratório óptico;11;0
3291400;Fabricação de escovas, pincéis e vassouras;11;0
3292201;Fabricação de roupas de proteção e segurança e resistentes a fogo;11;0
3292202;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;11;0
3299001;Fabricação de guarda-chuvas e similares;11;0
3299002;Fabricação de canetas, lápis e outros artigos para escritório;11;0
3299003;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;11;0
3299004;Fabricação de painéis e letreiros luminosos;11;0
3299005;Fabricação de aviamentos para costura;11;0
3299006;Fabricação de velas, inclusive decorativas;11;0
3299099;Fabricação de produtos diversos não especificados anteriormente;11;0
3311200;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;11;0
3312101;Manutenção e reparação de equipamentos transmissores de comunicação;11;0
3312102;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;11;0
3312103;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;11;0
3312104;Manutenção e reparação de equipamentos e instrumentos ópticos;11;0
3313901;Manutenção e reparação de geradores, transformadores e motores elétricos;11;0
3313902;Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;11;0
3313999;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;11;0
3314701;Manutenção e reparação de máquinas motrizes não-elétricas;11;0
3314702;Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;11;0
3314703;Manutenção e reparação de válvulas industriais;11;0
3314704;Manutenção e reparação de compressores;11;0
3314705;Manutenção e reparação de equipamentos de transmissão para fins industriais;11;0
3314706;Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;11;0
3314707;Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;11;0
3314708;Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;11;0
3314709;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório;11;0
3314710;Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;11;0
3314711;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;11;0
3314712;Manutenção e reparação de tratores agrícolas;11;0
3314713;Manutenção e reparação de máquinas-ferramenta;11;0
3314714;Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;11;0
3314715;Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;11;0
3314716;Manutenção e reparação de tratores, exceto agrícolas;11;0
3314717;Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;11;0
3314718;Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;11;0
3314719;Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;11;0
3314720;Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados;11;0
3314721;Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos;11;0
3314722;Manutenção e reparação de máquinas e aparelhos para a indústria do plástico;11;0
3314799;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;11;0
3315500;Manutenção e reparação de veículos ferroviários;11;0
3316301;Manutenção e reparação de aeronaves, exceto a manutenção na pista;11;0
3316302;Manutenção de aeronaves na pista;11;0
3317101;Manutenção e reparação de embarcações e estruturas flutuantes;11;0
3317102;Manutenção e reparação de embarcações para esporte e lazer;11;0
3319800;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;11;0
3321000;Instalação de máquinas e equipamentos industriais;11;0
3329501;Serviços de montagem de móveis de qualquer material;11;0
3329599;Instalação de outros equipamentos não especificados anteriormente;11;0
3511500;Geração de energia elétrica (Desativado);11;0
3511501;Geração de energia elétrica;11;0
3511502;Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica;11;0
3512300;Transmissão de energia elétrica;11;0
3513100;Comércio atacadista de energia elétrica;11;0
3514000;Distribuição de energia elétrica;11;0
3520401;Produção de gás, processamento de gás natural;11;0
3520402;Distribuição de combustíveis gasosos por redes urbanas;11;0
3530100;Produção e distribuição de vapor, água quente e ar condicionado;11;0
3600601;Captação, tratamento e distribuição de água;11;0
3600602;Distribuição de água por caminhões;11;0
3701100;Gestão de redes de esgoto;11;0
3702900;Atividades relacionadas a esgoto, exceto a gestão de redes;11;0
3811400;Coleta de resíduos não-perigosos;11;0
3812200;Coleta de resíduos perigosos;11;0
3821100;Tratamento e disposição de resíduos não-perigosos;11;0
3822000;Tratamento e disposição de resíduos perigosos;11;0
3831901;Recuperação de sucatas de alumínio;11;0
3831999;Recuperação de materiais metálicos, exceto alumínio;11;0
3832700;Recuperação de materiais plásticos;11;0
3839401;Usinas de compostagem;11;0
3839499;Recuperação de materiais não especificados anteriormente;11;0
3900500;Descontaminação e outros serviços de gestão de resíduos;11;0
4110700;Incorporação de empreendimentos imobiliários;11;0
4120400;Construção de edifícios;11;64
4211101;Construção de rodovias e ferrovias;11;0
4211102;Pintura para sinalização em pistas rodoviárias e aeroportos;11;0
4212000;Construção de obras-de-arte especiais;11;0
4213800;Obras de urbanização - ruas, praças e calçadas;11;0
4221901;Construção de barragens e represas para geração de energia elétrica;11;0
4221902;Construção de estações e redes de distribuição de energia elétrica;11;0
4221903;Manutenção de redes de distribuição de energia elétrica;11;0
4221904;Construção de estações e redes de telecomunicações;11;106
4221905;Manutenção de estações e redes de telecomunicações;11;0
4222701;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação;11;0
4222702;Obras de irrigação;11;0
4223500;Construção de redes de transportes por dutos, exceto para água e esgoto;11;0
4291000;Obras portuárias, marítimas e fluviais;11;0
4292801;Montagem de estruturas metálicas;11;0
4292802;Obras de montagem industrial;11;0
4299501;Construção de instalações esportivas e recreativas;11;0
4299599;Outras obras de engenharia civil não especificadas anteriormente;11;0
4311801;Demolição de edifícios e outras estruturas;11;0
4311802;Preparação de canteiro e limpeza de terreno;11;2
4312600;Perfurações e sondagens;11;0
4313400;Obras de terraplenagem;11;1
4319300;Serviços de preparação do terreno não especificados anteriormente;11;0
4321500;Instalação e manutenção elétrica;11;4
4322301;Instalações hidráulicas, sanitárias e de gás;11;0
4322302;Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;11;0
4322303;Instalações de sistema de prevenção contra incêndio;11;0
4329101;Instalação de painéis publicitários;11;0
4329102;Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;11;0
4329103;Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria;11;0
4329104;Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;11;7
4329105;Tratamentos térmicos, acústicos ou de vibração;11;0
